Producer,Appellation,Cuvée / Wine,Region,Colour,Vintage,Format,Qty,Price/bottle,Price basis,Packaging / note
Roulot,,Chevalier Montrachet,Burgundy,White,2014,3L,1,4722.3,ex-VAT,OWC
d'Auvenay,,Chevalier Montrachet,Burgundy,White,2006,75cl,3,18364.5,ex-VAT,Loose
Jacques Frederic Mugnier,,Musigny,Burgundy,Red,1991,75cl,1,1574.1,ex-VAT,Loose
Philipponnat,,Clos des Goisses,Champagne,White,1996,75cl,10,419.76,ex-VAT,OC
Comtes Lafon,,Meursault Charmes,Burgundy,White,2000,75cl,33,419.76,ex-VAT,Loose
Mouton Rothschild,,,Bordeaux,Red,1994,1.5L,6,839.52,ex-VAT,OWC
Petrolo,,Galatrona,Tuscany,Red,2018,75cl,84,52.47,ex-VAT,OC
Macallan,,An Estate a Community and a Distillery,Scotland,,2021,70cl,4,1154.34,ex-VAT,GB
Macallan,,An Estate a Community and a Distillery,Scotland,,2021,70cl,4,1154.34,ex-VAT,GB_OC
Macallan,,An Estate a Community and a Distillery,Scotland,,2021,70cl,3,1154.34,ex-VAT,GB_OC
Vincent Dauvissat,,Chablis Clos,Burgundy,White,2019,75cl,6,341.055,ex-VAT,OC
Ramonet,,Chassagne Montrachet Morgeot Blanc,Burgundy,White,2018,75cl,12,230.868,ex-VAT,OC
Macallan,,An Estate a Community and a Distillery,Scotland,,2021,75cl,14,1469.16,ex-VAT,GB
Macallan,,An Estate a Community and a Distillery,Scotland,,2021,75cl,8,1469.16,ex-VAT,GB_OC
Domaine Ponsot,,Clos Roche Vv,Burgundy,Red,1997,75cl,12,419.76,ex-VAT,OWC
d'Auvenay,,Auxey Duresses Macabre,Burgundy,White,2005,75cl,2,3672.9,ex-VAT,Loose
Domaine Faiveley,,Chambertin Clos De Beze Ouvrees Rodin,Burgundy,Red,2019,75cl,6,577.17,ex-VAT,OC_OWC
Petrus,,,Bordeaux,Red,2003,6L,1,23086.8,ex-VAT,OWC
Pol Roger,,Sir Winston Churchill,Champagne,White,2012,75cl,12,178.398,ex-VAT,GB
Tignanello,,,Tuscany,Red,2020,75cl,6,125.928,ex-VAT,OC
Paul Jaboulet Aine,,Hermitage Chapelle,Rhone,Red,2019,75cl,60,104.94,ex-VAT,OWC
Comte Vogue,,Bonnes Mares,Burgundy,Red,2012,75cl,6,419.76,ex-VAT,OWC
Comte Vogue,,Bonnes Mares,Burgundy,Red,2010,75cl,12,577.17,ex-VAT,OWC
Macallan,,Sherry Oak 18YO,Scotland,,2021,70cl,18,272.84400000000005,ex-VAT,GB_OC
Arnaud Ente,,Meursault Blanc,Burgundy,White,2018,75cl,72,524.6999999999999,ex-VAT,OC
Lafleur,,,Bordeaux,Red,2015,1.5L,3,2203.74,ex-VAT,OWC
La Mission Haut Brion,,,Bordeaux,Red,1989,5L,1,15741.0,ex-VAT,OWC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2018,75cl,,230.868,ex-VAT,OWC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2018,75cl,33,230.868,ex-VAT,OWC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2018,75cl,18,230.868,ex-VAT,OC
d'Auvenay,,Bourgogne Aligote Sous Chatelet,Burgundy,White,2009,75cl,2,2413.62,ex-VAT,Loose
d'Auvenay,,Bourgogne Aligote Sous Chatelet,Burgundy,White,2009,75cl,1,2413.62,ex-VAT,Loose
Moet & Chandon,,Dom Perignon,Champagne,White,2012,75cl,44,146.916,ex-VAT,OC
Potinet Ampeau,,Meursault Charmes,Burgundy,White,2017,75cl,18,73.458,ex-VAT,OC
Henri Boillot,,Puligny Montrachet Mouchere,Burgundy,White,2019,1.5L,9,393.525,ex-VAT,OWC
Domaine Dujac,,Clos Saint Denis,Burgundy,Red,2005,75cl,6,1731.5100000000002,ex-VAT,OC
Masseto,,,Tuscany,Red,2007,3L,1,3672.9,ex-VAT,OWC
Bowmore,,31YO - Timeless,Scotland,,1988,70cl,1,2518.56,ex-VAT,OWC
d'Auvenay,,Criots Batard Montrachet,Burgundy,White,2002,75cl,1,17315.1,ex-VAT,Loose
Hanyu,,Two of Clubs – Cask 9500,Hanyu,,2000,70cl,1,12487.86,ex-VAT,Loose
Henri Boillot,,Montrachet,Burgundy,White,2017,75cl,9,1469.16,ex-VAT,OWC
Henri Boillot,,Montrachet,Burgundy,White,2017,75cl,6,1469.16,ex-VAT,OWC
Henri Boillot,,Puligny Montrachet Mouchere,Burgundy,White,2019,75cl,,167.904,ex-VAT,OC
Fuligni,,Brunello Montalcino Riserva,Tuscany,Red,2015,75cl,,94.44600000000001,ex-VAT,OWC
Haut Brion,,,Bordeaux,Red,1961,75cl,12,9444.6,ex-VAT,OWC
Haut Brion,,,Bordeaux,Red,1961,75cl,12,4197.599999999999,ex-VAT,OWC
Haut Brion,,,Bordeaux,Red,1961,75cl,6,7345.8,ex-VAT,OWC
Haut Brion,,,Bordeaux,Red,1949,75cl,6,10494.0,ex-VAT,OWC
Haut Brion,,,Bordeaux,Red,1947,75cl,6,10494.0,ex-VAT,OWC
Henri Boillot,,Batard Montrachet,Burgundy,White,2013,1.5L,6,1154.34,ex-VAT,OWC
Henri Boillot,,Chevalier Montrachet Blanc,Burgundy,White,2018,75cl,4,839.52,ex-VAT,OWC
Raveneau,,Chablis Butteaux,Burgundy,White,2018,75cl,6,341.055,ex-VAT,OC
Denis Bachelet,,Charmes Chambertin Vv,Burgundy,Red,2018,75cl,6,577.17,ex-VAT,OC
Domaine Leroy,,Chambertin,Burgundy,Red,2001,75cl,4,10494.0,ex-VAT,Loose
Petrus,,,Bordeaux,Red,2019,1.5L,1,6926.040000000001,ex-VAT,OWC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2014,75cl,60,330.561,ex-VAT,OWC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2015,75cl,,220.37399999999997,ex-VAT,OWC
Mazzei,,Siepi,Tuscany,Red,2018,75cl,,47.223000000000006,ex-VAT,OWC
Mazzei,,Siepi,Tuscany,Red,2019,75cl,,47.223000000000006,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1982,1.5L,1,8395.199999999999,ex-VAT,Loose
Rayas,,Chateauneuf Du Pape,Rhone,Red,1998,75cl,1,1049.3999999999999,ex-VAT,Loose
Rayas,,Chateauneuf Du Pape,Rhone,Red,1998,75cl,1,1049.3999999999999,ex-VAT,Loose
Joseph Drouhin,,Chablis Clos,Burgundy,White,2014,1.5L,6,262.34999999999997,ex-VAT,OC
Domaine Leflaive,,Batard Montrachet,Burgundy,White,2008,1.5L,2,1574.1,ex-VAT,Loose
Domaine Leflaive,,Bienvenues Batard Montrachet,Burgundy,White,2008,1.5L,6,1731.5100000000002,ex-VAT,OWC
Castello Di Ama,,Apparita,Tuscany,Red,2018,75cl,40,173.151,ex-VAT,GB_OC
Castello Di Ama,,Apparita,Tuscany,Red,2018,75cl,36,173.151,ex-VAT,OWC
Moet & Chandon,,Dom Perignon Luminous Rose,Champagne,Rosé,2004,75cl,3,314.82,ex-VAT,OC
Moet & Chandon,,Dom Perignon Rose,Champagne,Rosé,2004,75cl,1,262.34999999999997,ex-VAT,GB
Macallan,,Distil Your World London - Cask 21853,Scotland,,2008,70cl,2,8290.26,ex-VAT,GB
Hundred Acre,,The Ark Vineyard,California,Red,2018,75cl,30,445.995,ex-VAT,OWC
Hundred Acre,,Kayli Morgan,California,Red,2018,75cl,3,472.23,ex-VAT,OWC
Coquard Loison Fleurot,,Clos Vougeot,Burgundy,Red,2019,1.5L,6,341.055,ex-VAT,OC
Eugenie,,Clos Vougeot,Burgundy,Red,2015,75cl,12,314.82,ex-VAT,OWC
Pingus,,,Castilla y Leon,Red,2020,75cl,3,813.2849999999999,ex-VAT,OWC
Comtes Lafon,,Meursault Perrieres Blanc,Burgundy,White,2008,75cl,3,787.05,ex-VAT,Loose
Fattoria Pupille,,Rosso Saffredi,Tuscany,Red,2018,75cl,10,52.47,ex-VAT,OWC
Domaine Faiveley,,Musigny,Burgundy,Red,2019,75cl,1,2098.7999999999997,ex-VAT,Loose
Eugenie,,Clos Vougeot,Burgundy,Red,2011,75cl,12,209.88,ex-VAT,OWC
Domaine Dujac,,Romanee Saint Vivant,Burgundy,Red,2019,75cl,6,2623.5,ex-VAT,OC
Pierre Moncuit,,Millesime Blanc de Blancs Extra Brut,Champagne,White,2008,75cl,68,41.976,ex-VAT,OC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2016,75cl,12,241.36200000000005,ex-VAT,OWC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2018,1.5L,3,487.971,ex-VAT,OWC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2018,1.5L,2,487.971,ex-VAT,OWC
Henri Boillot,,Criots Batard Montrachet,Burgundy,White,2018,75cl,12,472.23,ex-VAT,OWC
Henri Boillot,,Batard Montrachet,Burgundy,White,2015,75cl,54,603.405,ex-VAT,OWC
Henri Boillot,,Batard Montrachet,Burgundy,White,2018,75cl,3,603.405,ex-VAT,OWC
Taittinger,,Comtes Champagne Rose,Champagne,Rosé,2008,75cl,18,188.89200000000002,ex-VAT,OC
Taittinger,,Comtes Champagne Rose,Champagne,Rosé,2008,75cl,12,188.89200000000002,ex-VAT,OC
Henri Boillot,,Batard Montrachet,Burgundy,White,2010,75cl,24,839.52,ex-VAT,OWC
Louis Roederer,,Cristal Rose,Champagne,Rosé,2013,75cl,1,367.29,ex-VAT,GB_OC
Joseph Drouhin,,Montrachet Marquis Laguiche,Burgundy,White,2019,75cl,60,682.11,ex-VAT,OWC
Joseph Drouhin,,Montrachet Marquis Laguiche,Burgundy,White,2019,75cl,6,708.345,ex-VAT,OC
Joseph Drouhin,,Montrachet Marquis Laguiche,Burgundy,White,2019,75cl,6,708.345,ex-VAT,OC_OWC
Mondavi,,Opus One,California,Red,2018,75cl,36,293.832,ex-VAT,OWC
Perrier Jouet,,Belle Epoque,Champagne,White,2012,1.5L,3,262.34999999999997,ex-VAT,OC
Comtes Lafon,,Meursault Charmes,Burgundy,White,2006,75cl,7,367.29,ex-VAT,Loose
Comtes Lafon,,Meursault Charmes,Burgundy,White,2006,75cl,5,367.29,ex-VAT,Loose
Joseph Drouhin,,Montrachet Marquis Laguiche,Burgundy,White,2018,1.5L,6,1469.16,ex-VAT,OWC
Glenrothes,,25YO,Scotland,,NV,70cl,18,383.03099999999995,ex-VAT,GB_OC
Albert Bichot (Clos Frantin),,Vosne Romanee Malconsorts,Burgundy,Red,2016,75cl,24,115.434,ex-VAT,OC
Albert Bichot (Clos Frantin),,Vosne Romanee Malconsorts,Burgundy,Red,2018,75cl,18,115.434,ex-VAT,OC
Piper Heidsieck,,Rare,Champagne,White,2008,75cl,,115.434,ex-VAT,OC
Petrus,,,Bordeaux,Red,2018,75cl,1,3148.2,ex-VAT,Loose
Domaine Dujac,,Chambertin,Burgundy,Red,2019,75cl,6,2885.85,ex-VAT,OWC
Tua Rita,,Redigaffi,Tuscany,Red,2019,75cl,27,125.928,ex-VAT,OWC
Philipponnat,,Les Cintres,Champagne,White,2010,75cl,24,304.32599999999996,ex-VAT,OC
Albert Bichot (Clos Frantin),,Vosne Romanee Malconsorts,Burgundy,Red,2016,1.5L,12,230.868,ex-VAT,OC
Bouchard Pere et Fils,,Chevalier Montrachet Blanc,Burgundy,White,2018,75cl,42,314.82,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Corton Charlemagne Blanc,Burgundy,White,2018,75cl,30,141.66899999999998,ex-VAT,OC_OWC
Castellare di Castellina,,Sodi San Niccolo,Tuscany,Red,2017,75cl,120,30.432599999999997,ex-VAT,OC
Ruinart,,Dom Ruinart,Champagne,White,2007,75cl,30,157.41,ex-VAT,OC
Ruinart,,Dom Ruinart,Champagne,White,2009,75cl,36,157.41,ex-VAT,OC
Philipponnat,,Clos des Goisses Brut LV,Champagne,White,1996,75cl,23,577.17,ex-VAT,OC_OWC
Petrus,,,Bordeaux,Red,1987,3L,1,7608.149999999999,ex-VAT,Loose
Henri Boillot,,Puligny Montrachet Mouchere,Burgundy,White,2018,1.5L,18,341.055,ex-VAT,OC
Henri Boillot,,Puligny Montrachet Mouchere,Burgundy,White,2018,1.5L,15,341.055,ex-VAT,OWC
Henri Boillot,,Puligny Montrachet Mouchere,Burgundy,White,2018,3L,3,760.815,ex-VAT,OWC
Comte Armand,,Pommard Clos Epeneaux,Burgundy,Red,2019,1.5L,17,278.09099999999995,ex-VAT,OC_OWC
Moet & Chandon,,Dom Perignon Rose,Champagne,Rosé,2003,3L,1,3148.2,ex-VAT,OC_OWC
Moet & Chandon,,Dom Perignon Lady Gaga Limited Edtion,Champagne,White,2010,75cl,1,178.398,ex-VAT,GB
Moet & Chandon,,Dom Perignon Lady Gaga Rose Limited Edition,Champagne,Rosé,2006,75cl,120,351.54900000000004,ex-VAT,GB_OC
Moet & Chandon,,Dom Perignon Lady Gaga Rose Limited Edition,Champagne,Rosé,2006,75cl,10,351.54900000000004,ex-VAT,GB
Moet & Chandon,,Dom Perignon Lady Gaga Rose Limited Edition,Champagne,Rosé,2006,75cl,6,351.54900000000004,ex-VAT,OC
Domaine Leflaive,,Batard Montrachet,Burgundy,White,2004,75cl,3,1574.1,ex-VAT,Loose
Comte Vogue,,Chambolle Musigny Amoureuses,Burgundy,Red,2005,75cl,6,996.9299999999998,ex-VAT,OC
Jacques Frederic Mugnier,,Nuits Saint Georges Clos Marechale Rouge,Burgundy,Red,2016,75cl,12,152.16299999999998,ex-VAT,OWC
Salon,,Mesnil,Champagne,White,2012,75cl,6,839.52,ex-VAT,OC
Domaine Dujac,,Bonnes Mares,Burgundy,Red,2012,75cl,1,865.7550000000001,ex-VAT,Loose
Domaine Dujac,,Bonnes Mares,Burgundy,Red,2013,75cl,1,734.58,ex-VAT,Loose
Bouchard Pere et Fils,,Montrachet,Burgundy,White,2018,75cl,60,550.935,ex-VAT,OC_OWC
Armand Rousseau,,Gevrey Chambertin Clos St Jacques,Burgundy,Red,2005,75cl,6,2098.7999999999997,ex-VAT,OC
Masseto,,,Tuscany,Red,2000,3L,1,3410.55,ex-VAT,OWC
DRC,,Romanee Conti,Burgundy,Red,1996,1.5L,1,34105.49999999999,ex-VAT,Loose
Macallan,,Fine Oak 30YO,Scotland,,2007,75cl,1,3672.9,ex-VAT,GB
Yamazaki,,18YO - Mizunara Cask,Shimamoto,,2017,75cl,1,5666.76,ex-VAT,OWC
Petrus,,,Bordeaux,Red,2018,1.5L,1,7135.92,ex-VAT,OWC
Eugenie,,Clos Vougeot,Burgundy,Red,2008,75cl,35,209.88,ex-VAT,OWC
Henri Boillot,,Puligny Montrachet Mouchere,Burgundy,White,2017,75cl,6,183.645,ex-VAT,OC
Henri Boillot,,Puligny Montrachet Pucelles,Burgundy,White,2017,75cl,12,278.09099999999995,ex-VAT,OC
Henri Boillot,,Volnay Chevret,Burgundy,Red,2017,75cl,51,73.458,ex-VAT,OC
Moet & Chandon,,Dom Perignon Dark Jewel Brut Rose,Champagne,Rosé,2002,75cl,3,419.76,ex-VAT,GB_OC
Latour,,,Bordeaux,Red,1959,75cl,12,3672.9,ex-VAT,OWC
Domaine Leroy,,Musigny,Burgundy,Red,2007,75cl,3,41451.3,ex-VAT,OWC
d'Auvenay,,Meursault Chaumes Perrieres,Burgundy,White,2007,75cl,1,6296.4,ex-VAT,Loose
Rene Engel,,Echezeaux,Burgundy,Red,2003,75cl,1,1626.5699999999997,ex-VAT,Loose
Louis Roederer,,Cristal,Champagne,White,2008,1.5L,10,734.58,ex-VAT,OC
Louis Roederer,,Cristal,Champagne,White,2008,1.5L,115,839.52,ex-VAT,OC_OWC
Le Pin,,,Bordeaux,Red,2017,75cl,6,1993.8599999999997,ex-VAT,OWC
Aalborg,,Taffel,Denmark,,NV,70cl,,4.87971,ex-VAT,OC
Ferrari,,Giulio Ferrari,Trentino Alto Adige,White,2009,75cl,24,120.68100000000003,ex-VAT,OC_OWC
Mastrojanni,,Brunello Montalcino,Tuscany,Red,2016,75cl,,36.729,ex-VAT,OC
Rene Rostaing,,Cote Rotie Blonde,Rhone,Red,2016,1.5L,12,262.34999999999997,ex-VAT,OC
Henri Giraud,,Argonne,Champagne,White,2013,75cl,13,335.808,ex-VAT,OWC
Henri Giraud,,Argonne,Champagne,White,2013,75cl,9,335.808,ex-VAT,OC_OWC
Lafite Rothschild,,,Bordeaux,Red,1961,75cl,7,1311.75,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1961,75cl,6,2413.62,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1961,75cl,3,2413.62,ex-VAT,Loose
Armand Rousseau,,Charmes Chambertin,Burgundy,Red,1999,75cl,4,1023.165,ex-VAT,Loose
Armand Rousseau,,Charmes Chambertin,Burgundy,Red,1999,75cl,1,1023.165,ex-VAT,Loose
Georges Noellat,,Grands Echezeaux,Burgundy,Red,2019,75cl,18,472.23,ex-VAT,OC
Krug,,Clos du Mesnil,Champagne,White,1983,75cl,1,2308.68,ex-VAT,Loose
Billecart Salmon,,Nicolas Francois,Champagne,White,2007,1.5L,24,209.88,ex-VAT,OC
Rayas,,Chateauneuf Du Pape,Rhone,Red,1996,75cl,2,1311.75,ex-VAT,Loose
Bonneau Martray,,Corton Charlemagne Blanc,Burgundy,White,2010,1.5L,12,865.7550000000001,ex-VAT,OWC
Moet & Chandon,,Dom Perignon Rose,Champagne,Rosé,2008,75cl,12,335.808,ex-VAT,OC
Moet & Chandon,,Dom Perignon Rose,Champagne,Rosé,2008,75cl,12,335.808,ex-VAT,GB_OC
Roulot,,Meursault,Burgundy,White,2019,75cl,,288.585,ex-VAT,OC
Krug,,Clos du Mesnil,Champagne,White,1996,75cl,2,2466.09,ex-VAT,Loose
Sassicaia,,,Tuscany,Red,2019,75cl,78,220.37399999999997,ex-VAT,OWC
Sassicaia,,,Tuscany,Red,2019,1.5L,1,550.935,ex-VAT,OWC
Sassicaia,,,Tuscany,Red,2019,1.5L,11,550.935,ex-VAT,OWC
Fontodi,,Flaccianello Pieve,Tuscany,Red,2018,75cl,54,89.199,ex-VAT,OC
Veuve Clicquot,,La Grande Dame,Champagne,White,1990,3L,2,1206.81,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1995,1.5L,6,5771.7,ex-VAT,OWC
Perrier Jouet,,Belle Epoque,Champagne,White,1985,3L,1,1888.92,ex-VAT,OWC
Domaine Leflaive,,Batard Montrachet,Burgundy,White,1995,75cl,1,1574.1,ex-VAT,Loose
Fontodi,,Flaccianello Pieve,Tuscany,Red,2018,1.5L,19,236.115,ex-VAT,OWC
Masseto,,,Tuscany,Red,2011,1.5L,3,1469.16,ex-VAT,OWC
Domaine Leflaive,,Chevalier Montrachet,Burgundy,White,2004,1.5L,1,2885.85,ex-VAT,Loose
d'Auvenay,,Puligny Montrachet Folatieres,Burgundy,White,1999,75cl,3,5771.7,ex-VAT,Loose
Henri Boillot,,Batard Montrachet,Burgundy,White,2019,1.5L,1,1416.69,ex-VAT,OWC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2019,1.5L,9,524.6999999999999,ex-VAT,OWC
Henri Boillot,,Puligny Montrachet Mouchere,Burgundy,White,2019,3L,1,839.52,ex-VAT,OWC
Domaine Faiveley,,Clos Vougeot,Burgundy,Red,2019,75cl,30,157.41,ex-VAT,OWC
Coquard Loison Fleurot,,Clos Vougeot,Burgundy,Red,2015,75cl,12,183.645,ex-VAT,OC
Rene Rostaing,,Cote Rotie Blonde,Rhone,Red,2019,75cl,24,115.434,ex-VAT,OC
Rene Rostaing,,Cote Rotie Landonne,Rhone,Red,2019,75cl,24,83.952,ex-VAT,OC
Rene Rostaing,,Cote Rotie Landonne,Rhone,Red,2019,75cl,54,83.952,ex-VAT,OC
Rene Rostaing,,Cote Rotie Cote Brune,Rhone,Red,2019,75cl,3,341.055,ex-VAT,OC
Rene Rostaing,,Cote Rotie Cote Brune,Rhone,Red,2019,75cl,6,341.055,ex-VAT,OC
La Spinetta,,Barbaresco Vursu Vigneto Starderi,Piedmont,Red,2007,75cl,,94.44600000000001,ex-VAT,OWC
La Spinetta,,Barbaresco Vursu Vigneto Gallina,Piedmont,Red,2008,75cl,25,61.9146,ex-VAT,OWC
Henri Boillot,,Puligny Montrachet Mouchere,Burgundy,White,2020,75cl,,173.151,ex-VAT,OC
Bouchard Pere et Fils,,Corton Charlemagne Blanc,Burgundy,White,2017,75cl,18,173.151,ex-VAT,OC_OWC
Bouchard Pere et Fils,,Corton Charlemagne Blanc,Burgundy,White,2019,75cl,18,167.904,ex-VAT,OC_OWC
Pierre Yves Colin Morey,,Batard Montrachet,Burgundy,White,2018,75cl,8,1154.34,ex-VAT,Loose
Comte Liger Belair,,Vosne Romanee Reignots,Burgundy,Red,2017,75cl,6,1888.92,ex-VAT,Loose
Jean Grivot,,Clos Vougeot,Burgundy,Red,2009,1.5L,6,524.6999999999999,ex-VAT,OC
Jean Grivot,,Clos Vougeot,Burgundy,Red,2005,75cl,6,246.60899999999998,ex-VAT,OC
Bruno Clair,,Bonnes Mares,Burgundy,Red,2018,75cl,12,262.34999999999997,ex-VAT,OC
Hundred Acre,,Wraith,California,Red,2017,75cl,18,498.4649999999999,ex-VAT,OWC
DRC,,Assortment,Burgundy,,2018,3.75L,1,17315.1,ex-VAT,OWC
Macallan,,Double Cask 18YO,Scotland,,2021,70cl,12,209.88,ex-VAT,GB_OC
Domaine Faiveley,,Clos Vougeot,Burgundy,Red,2015,75cl,18,157.41,ex-VAT,OWC
Louis Roederer,,Cristal,Champagne,White,2014,75cl,42,183.645,ex-VAT,OC
Louis Roederer,,Cristal,Champagne,White,2014,75cl,,183.645,ex-VAT,GB_OC
Louis Roederer,,Cristal,Champagne,White,2014,75cl,18,188.89200000000002,ex-VAT,OC
Louis Roederer,,Cristal,Champagne,White,2014,75cl,12,183.645,ex-VAT,GB_OC
Sylvain Cathiard,,Vosne Romanee Reignots,Burgundy,Red,2015,75cl,6,944.46,ex-VAT,OC
Joseph Drouhin,,Montrachet Marquis Laguiche,Burgundy,White,2020,75cl,36,760.815,ex-VAT,OC_OWC
Joseph Drouhin,,Montrachet Marquis Laguiche,Burgundy,White,2020,75cl,6,708.345,ex-VAT,OWC
Balvenie,,46YO - Tale of the dog,Scotland,,1974,70cl,1,25447.95,ex-VAT,OC_OWC
Robert Groffier (Pere et Fils),,Chambolle Musigny Amoureuses,Burgundy,Red,2018,75cl,12,456.4889999999999,ex-VAT,OC
Robert Groffier (Pere et Fils),,Chambolle Musigny Amoureuses,Burgundy,Red,2018,75cl,18,456.4889999999999,ex-VAT,OC
Robert Groffier (Pere et Fils),,Bonnes Mares,Burgundy,Red,2018,75cl,12,419.76,ex-VAT,OC
Robert Groffier (Pere et Fils),,Bonnes Mares,Burgundy,Red,2018,75cl,6,419.76,ex-VAT,OC
Domaine William Fevre,,Chablis Bougros,Burgundy,White,2019,75cl,30,52.47,ex-VAT,OC_OWC
Scarecrow,,Cabernet Sauvignon,California,Red,2019,75cl,9,682.11,ex-VAT,OWC
Robert Groffier (Pere et Fils),,Chambolle Musigny Amoureuses,Burgundy,Red,2020,75cl,6,550.935,ex-VAT,OC
Robert Groffier (Pere et Fils),,Bonnes Mares,Burgundy,Red,2020,75cl,12,524.6999999999999,ex-VAT,OC
Louis Roederer,,Cristal,Champagne,White,2012,1.5L,6,472.23,ex-VAT,OC
Domaine Faiveley,,Corton Clos Corton,Burgundy,Red,1993,75cl,11,183.645,ex-VAT,OWC
Rene Engel,,Clos Vougeot,Burgundy,Red,2003,75cl,2,1574.1,ex-VAT,Loose
Raveneau,,Chablis Clos,Burgundy,White,2014,75cl,6,1574.1,ex-VAT,OC
Philipponnat,,Clos des Goisses Juste Rose,Champagne,Rosé,2006,75cl,6,209.88,ex-VAT,GB_OC
Gros Frere et Soeur,,Clos Vougeot,Burgundy,Red,2018,75cl,12,173.151,ex-VAT,OC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2020,75cl,60,262.34999999999997,ex-VAT,OC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2020,75cl,6,262.34999999999997,ex-VAT,OWC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2020,75cl,12,262.34999999999997,ex-VAT,OC
Henri Boillot,,Corton Charlemagne Blanc,Burgundy,White,2020,75cl,12,262.34999999999997,ex-VAT,OWC
Henri Boillot,,Meursault Genevrieres,Burgundy,White,2020,75cl,3,173.151,ex-VAT,OC
Comte Vogue,,Musigny Vv,Burgundy,Red,2020,75cl,1,629.64,ex-VAT,OWC
Fuligni,,Brunello Montalcino Riserva,Tuscany,Red,2016,75cl,,94.44600000000001,ex-VAT,OWC
Fuligni,,Brunello Montalcino,Tuscany,Red,2017,75cl,61,47.223000000000006,ex-VAT,OC
Biondi Santi,,Brunello Montalcino,Tuscany,Red,2016,75cl,24,141.66899999999998,ex-VAT,OWC
Armand Rousseau,,Chambertin Clos De Beze,Burgundy,Red,2019,75cl,1,2203.74,ex-VAT,Loose
Fuligni,,Brunello Montalcino Riserva,Tuscany,Red,2016,1.5L,24,236.115,ex-VAT,OWC
Rossignol Trapet,,Chambertin,Burgundy,Red,2015,75cl,12,262.34999999999997,ex-VAT,OC
Taupenot Merme,,Mazoyeres Chambertin,Burgundy,Red,2018,75cl,12,157.41,ex-VAT,OC
Pichon Longueville Comtesse Lalande,,,Bordeaux,Red,1982,3L,1,3777.84,ex-VAT,Loose
Lynch Bages,,,Bordeaux,Red,1961,75cl,12,514.206,ex-VAT,OWC
Beaulieu Vineyard,,Georges Latour Private Reserve Cabernet Sauvignon,California,Red,1985,6L,1,577.17,ex-VAT,OWC
Argiano,,Solengo,Tuscany,Red,2020,75cl,,31.482,ex-VAT,OC_OWC
Marquis d'Angerville,,Volnay Clos Ducs,Burgundy,Red,2011,75cl,36,125.928,ex-VAT,OWC
Marquis d'Angerville,,Volnay Clos Ducs,Burgundy,Red,2020,75cl,18,178.398,ex-VAT,OWC
Henri Boillot,,Volnay Fremiets,Burgundy,Red,2020,75cl,12,83.952,ex-VAT,OC
Jean Grivot,,Clos Vougeot,Burgundy,Red,2010,75cl,6,262.34999999999997,ex-VAT,OC
Jean Grivot,,Clos Vougeot,Burgundy,Red,2010,1.5L,9,498.4649999999999,ex-VAT,OC
Bollinger,,La Grande Annee,Champagne,White,2014,75cl,,94.44600000000001,ex-VAT,OC
Henri Boillot,,Batard Montrachet,Burgundy,White,2016,1.5L,2,1259.28,ex-VAT,OWC
Henri Boillot,,Bienvenues Batard Montrachet,Burgundy,White,2012,75cl,6,472.23,ex-VAT,OWC
Tenuta di Biserno,,Toscana Lodovico,Tuscany,Red,2018,75cl,6,293.832,ex-VAT,OWC
Gros Frere et Soeur,,Richebourg,Burgundy,Red,2020,75cl,12,629.64,ex-VAT,OC
Palmer,,,Bordeaux,Red,1983,75cl,5,603.405,ex-VAT,Loose
Palmer,,,Bordeaux,Red,1983,75cl,3,519.4530000000001,ex-VAT,Loose
Karuizawa,,30YO – Geisha Cask 6256,Japan,,1981,70cl,2,5666.76,ex-VAT,GB
Karuizawa,,29YO – Cask 7802 (Cask by Cask),Japan,,1984,70cl,1,6086.52,ex-VAT,GB
Coche Dury,,Puligny Montrachet Enseigneres,Burgundy,White,2006,75cl,1,1259.28,ex-VAT,Loose
Henri Boillot,,Batard Montrachet,Burgundy,White,2018,1.5L,4,1259.28,ex-VAT,OWC
Henri Boillot,,Chevalier Montrachet Blanc,Burgundy,White,2017,75cl,2,891.99,ex-VAT,OWC
Henri Boillot,,Chevalier Montrachet Blanc,Burgundy,White,2017,1.5L,2,1993.8599999999997,ex-VAT,OWC
